Date,Timestamp,ISO8601,Elevation (meter),Vertical Accuracy (meter),Cumulative Distance (meter),GPS Segment,Since start (second)
08:25:35.999,1781162735.999,2026-06-11T08:25:35.999+0100,7.205,0.690,8765.037,3,2564.765
08:25:36.999,1781162736.999,2026-06-11T08:25:36.999+0100,7.173,0.690,8768.483,3,2565.765
08:25:37.999,1781162737.999,2026-06-11T08:25:37.999+0100,7.144,0.690,8771.742,3,2566.765
08:25:38.999,1781162738.999,2026-06-11T08:25:38.999+0100,7.119,0.690,8775.002,3,2567.765
08:25:39.999,1781162739.999,2026-06-11T08:25:39.999+0100,7.099,0.690,8778.359,3,2568.765
08:25:40.999,1781162740.999,2026-06-11T08:25:40.999+0100,7.085,0.690,8781.737,3,2569.765
08:25:41.999,1781162741.999,2026-06-11T08:25:41.999+0100,7.075,0.690,8785.097,3,2570.765
08:25:42.999,1781162742.999,2026-06-11T08:25:42.999+0100,7.070,0.690,8788.405,3,2571.765
08:25:43.999,1781162743.999,2026-06-11T08:25:43.999+0100,7.068,0.690,8791.712,3,2572.765
08:25:44.999,1781162744.999,2026-06-11T08:25:44.999+0100,7.068,0.690,8795.709,3,2573.765
08:25:45.999,1781162745.999,2026-06-11T08:25:45.999+0100,7.071,0.690,8799.966,3,2574.765
08:25:46.999,1781162746.999,2026-06-11T08:25:46.999+0100,7.073,0.690,8804.052,3,2575.765
08:25:47.999,1781162747.999,2026-06-11T08:25:47.999+0100,7.074,0.690,8807.349,3,2576.765
08:25:48.999,1781162748.999,2026-06-11T08:25:48.999+0100,7.074,0.690,8810.645,3,2577.765
08:25:49.999,1781162749.999,2026-06-11T08:25:49.999+0100,7.074,0.690,8813.782,3,2578.765
08:25:50.999,1781162750.999,2026-06-11T08:25:50.999+0100,7.074,0.690,8816.827,3,2579.765
08:25:51.999,1781162751.999,2026-06-11T08:25:51.999+0100,7.075,0.690,8819.919,3,2580.765
08:25:52.999,1781162752.999,2026-06-11T08:25:52.999+0100,7.080,0.690,8823.518,3,2581.765
08:25:53.999,1781162753.999,2026-06-11T08:25:53.999+0100,7.087,0.690,8827.117,3,2582.765
08:25:54.999,1781162754.999,2026-06-11T08:25:54.999+0100,7.099,0.690,8830.700,3,2583.765
08:25:55.999,1781162755.999,2026-06-11T08:25:55.999+0100,7.113,0.690,8834.269,3,2584.765
08:25:56.999,1781162756.999,2026-06-11T08:25:56.999+0100,7.129,0.690,8837.838,3,2585.765
08:25:57.999,1781162757.999,2026-06-11T08:25:57.999+0100,7.146,0.690,8841.497,3,2586.765
08:25:58.999,1781162758.999,2026-06-11T08:25:58.999+0100,7.163,0.690,8845.157,3,2587.765
08:25:59.999,1781162759.999,2026-06-11T08:25:59.999+0100,7.179,0.690,8848.746,3,2588.765
08:26:00.999,1781162760.999,2026-06-11T08:26:00.999+0100,7.195,0.690,8852.248,3,2589.765
08:26:01.999,1781162761.999,2026-06-11T08:26:01.999+0100,7.208,0.690,8855.749,3,2590.765
08:26:02.999,1781162762.999,2026-06-11T08:26:02.999+0100,7.219,0.690,8859.167,3,2591.765
08:26:03.999,1781162763.999,2026-06-11T08:26:03.999+0100,7.228,0.690,8862.575,3,2592.765
08:26:04.999,1781162764.999,2026-06-11T08:26:04.999+0100,7.234,0.690,8865.980,3,2593.765
08:26:05.999,1781162765.999,2026-06-11T08:26:05.999+0100,7.239,0.690,8869.382,3,2594.765
08:26:06.999,1781162766.999,2026-06-11T08:26:06.999+0100,7.242,0.690,8872.784,3,2595.765
08:26:07.999,1781162767.999,2026-06-11T08:26:07.999+0100,7.245,0.690,8876.028,3,2596.765
08:26:08.999,1781162768.999,2026-06-11T08:26:08.999+0100,7.246,0.690,8879.234,3,2597.765
08:26:09.999,1781162769.999,2026-06-11T08:26:09.999+0100,7.247,0.690,8882.524,3,2598.765
08:26:10.999,1781162770.999,2026-06-11T08:26:10.999+0100,7.246,0.690,8886.053,3,2599.765
08:26:11.999,1781162771.999,2026-06-11T08:26:11.999+0100,7.245,0.690,8889.583,3,2600.765
08:26:12.999,1781162772.999,2026-06-11T08:26:12.999+0100,7.243,0.690,8892.885,3,2601.765
08:26:13.999,1781162773.999,2026-06-11T08:26:13.999+0100,7.242,0.690,8896.097,3,2602.765
08:26:14.999,1781162774.999,2026-06-11T08:26:14.999+0100,7.241,0.690,8899.376,3,2603.765
08:26:15.999,1781162775.999,2026-06-11T08:26:15.999+0100,7.242,0.690,8902.995,3,2604.765
08:26:16.999,1781162776.999,2026-06-11T08:26:16.999+0100,7.245,0.690,8906.614,3,2605.765
08:26:17.999,1781162777.999,2026-06-11T08:26:17.999+0100,7.251,0.690,8910.108,3,2606.765
08:26:18.999,1781162778.999,2026-06-11T08:26:18.999+0100,7.260,0.690,8913.525,3,2607.765
08:26:19.999,1781162779.999,2026-06-11T08:26:19.999+0100,7.271,0.690,8916.941,3,2608.765
08:26:20.999,1781162780.999,2026-06-11T08:26:20.999+0100,7.286,0.690,8920.347,3,2609.765
08:26:21.999,1781162781.999,2026-06-11T08:26:21.999+0100,7.302,0.690,8923.752,3,2610.765
08:26:22.999,1781162782.999,2026-06-11T08:26:22.999+0100,7.321,0.690,8927.236,3,2611.765
08:26:23.999,1781162783.999,2026-06-11T08:26:23.999+0100,7.341,0.690,8930.791,3,2612.765
08:26:24.999,1781162784.999,2026-06-11T08:26:24.999+0100,7.362,0.690,8934.345,3,2613.765
08:26:25.999,1781162785.999,2026-06-11T08:26:25.999+0100,7.384,0.690,8937.743,3,2614.765
08:26:26.999,1781162786.999,2026-06-11T08:26:26.999+0100,7.406,0.690,8941.138,3,2615.765
08:26:27.999,1781162787.999,2026-06-11T08:26:27.999+0100,7.429,0.690,8944.967,3,2616.765
08:26:28.999,1781162788.999,2026-06-11T08:26:28.999+0100,7.452,0.690,8949.362,3,2617.765
08:26:29.999,1781162789.999,2026-06-11T08:26:29.999+0100,7.475,0.690,8953.756,3,2618.765
08:26:30.999,1781162790.999,2026-06-11T08:26:30.999+0100,7.497,0.690,8956.983,3,2619.765
08:26:31.999,1781162791.999,2026-06-11T08:26:31.999+0100,7.518,0.690,8960.063,3,2620.765
08:26:32.999,1781162792.999,2026-06-11T08:26:32.999+0100,7.538,0.690,8963.309,3,2621.765
08:26:33.999,1781162793.999,2026-06-11T08:26:33.999+0100,7.557,0.690,8966.878,3,2622.765
08:26:34.999,1781162794.999,2026-06-11T08:26:34.999+0100,7.575,0.690,8970.447,3,2623.765
08:26:35.999,1781162795.999,2026-06-11T08:26:35.999+0100,7.590,0.690,8974.226,3,2624.765
08:26:36.999,1781162796.999,2026-06-11T08:26:36.999+0100,7.603,0.690,8978.059,3,2625.765
08:26:37.999,1781162797.999,2026-06-11T08:26:37.999+0100,7.612,0.690,8981.876,3,2626.765
08:26:38.999,1781162798.999,2026-06-11T08:26:38.999+0100,7.616,0.690,8985.644,3,2627.765
08:26:39.999,1781162799.999,2026-06-11T08:26:39.999+0100,7.615,0.690,8989.413,3,2628.765
08:26:40.999,1781162800.999,2026-06-11T08:26:40.999+0100,7.607,0.690,8992.775,3,2629.765
08:26:41.999,1781162801.999,2026-06-11T08:26:41.999+0100,7.593,0.690,8995.965,3,2630.765
08:26:42.999,1781162802.999,2026-06-11T08:26:42.999+0100,7.574,0.690,8999.200,3,2631.765
08:26:43.999,1781162803.999,2026-06-11T08:26:43.999+0100,7.551,0.690,9002.679,3,2632.765
08:26:44.999,1781162804.999,2026-06-11T08:26:44.999+0100,7.527,0.690,9006.157,3,2633.765
08:26:45.999,1781162805.999,2026-06-11T08:26:45.999+0100,7.503,0.690,9009.724,3,2634.765
08:26:46.999,1781162806.999,2026-06-11T08:26:46.999+0100,7.480,0.690,9013.349,3,2635.765
08:26:47.999,1781162807.999,2026-06-11T08:26:47.999+0100,7.459,0.690,9016.959,3,2636.765
08:26:48.999,1781162808.999,2026-06-11T08:26:48.999+0100,7.441,0.690,9020.364,3,2637.765
08:26:49.999,1781162809.999,2026-06-11T08:26:49.999+0100,7.425,0.690,9023.769,3,2638.765
08:26:50.999,1781162810.999,2026-06-11T08:26:50.999+0100,7.410,0.690,9027.399,3,2639.765
08:26:51.999,1781162811.999,2026-06-11T08:26:51.999+0100,7.397,0.690,9031.241,3,2640.765
08:26:52.999,1781162812.999,2026-06-11T08:26:52.999+0100,7.383,0.690,9035.082,3,2641.765
08:26:53.999,1781162813.999,2026-06-11T08:26:53.999+0100,7.368,0.690,9038.708,3,2642.765
08:26:54.999,1781162814.999,2026-06-11T08:26:54.999+0100,7.353,0.690,9042.327,3,2643.765
08:26:55.999,1781162815.999,2026-06-11T08:26:55.999+0100,7.338,0.690,9045.728,3,2644.765
08:26:56.999,1781162816.999,2026-06-11T08:26:56.999+0100,7.323,0.690,9048.834,3,2645.765
08:26:57.999,1781162817.999,2026-06-11T08:26:57.999+0100,7.308,0.690,9051.939,3,2646.765
08:26:58.999,1781162818.999,2026-06-11T08:26:58.999+0100,7.295,0.690,9055.540,3,2647.765
08:26:59.999,1781162819.999,2026-06-11T08:26:59.999+0100,7.284,0.690,9059.212,3,2648.765
08:27:00.999,1781162820.999,2026-06-11T08:27:00.999+0100,7.274,0.690,9063.052,3,2649.765
08:27:01.999,1781162821.999,2026-06-11T08:27:01.999+0100,7.267,0.690,9067.237,3,2650.765
08:27:02.999,1781162822.999,2026-06-11T08:27:02.999+0100,7.260,0.690,9071.422,3,2651.765
08:27:03.999,1781162823.999,2026-06-11T08:27:03.999+0100,7.255,0.690,9075.189,3,2652.765
08:27:04.999,1781162824.999,2026-06-11T08:27:04.999+0100,7.251,0.690,9078.842,3,2653.765
08:27:05.999,1781162825.999,2026-06-11T08:27:05.999+0100,7.248,0.690,9082.495,3,2654.765
08:27:06.999,1781162826.999,2026-06-11T08:27:06.999+0100,7.245,0.690,9086.150,3,2655.765
08:27:07.999,1781162827.999,2026-06-11T08:27:07.999+0100,7.242,0.690,9089.806,3,2656.765
08:27:08.999,1781162828.999,2026-06-11T08:27:08.999+0100,7.237,0.690,9093.074,3,2657.765
08:27:09.999,1781162829.999,2026-06-11T08:27:09.999+0100,7.230,0.690,9096.170,3,2658.765
08:27:10.999,1781162830.999,2026-06-11T08:27:10.999+0100,7.220,0.690,9099.373,3,2659.765
08:27:11.999,1781162831.999,2026-06-11T08:27:11.999+0100,7.206,0.690,9103.213,3,2660.765
08:27:12.999,1781162832.999,2026-06-11T08:27:12.999+0100,7.186,0.690,9107.053,3,2661.765
08:27:13.999,1781162833.999,2026-06-11T08:27:13.999+0100,7.162,0.690,9110.376,3,2662.765
08:27:14.999,1781162834.999,2026-06-11T08:27:14.999+0100,7.134,0.690,9113.351,3,2663.765
08:27:15.999,1781162835.999,2026-06-11T08:27:15.999+0100,7.104,0.690,9116.364,3,2664.765
08:27:16.999,1781162836.999,2026-06-11T08:27:16.999+0100,7.075,0.690,9120.075,3,2665.765
08:27:17.999,1781162837.999,2026-06-11T08:27:17.999+0100,7.052,0.690,9123.786,3,2666.765
08:27:18.999,1781162838.999,2026-06-11T08:27:18.999+0100,7.040,0.690,9127.436,3,2667.765
08:27:19.999,1781162839.999,2026-06-11T08:27:19.999+0100,7.043,0.690,9131.024,3,2668.765
08:27:20.999,1781162840.999,2026-06-11T08:27:20.999+0100,7.063,0.690,9134.613,3,2669.765
08:27:21.999,1781162841.999,2026-06-11T08:27:21.999+0100,7.101,0.690,9138.090,3,2670.765
08:27:22.999,1781162842.999,2026-06-11T08:27:22.999+0100,7.151,0.690,9141.563,3,2671.765
08:27:23.999,1781162843.999,2026-06-11T08:27:23.999+0100,7.209,0.690,9145.007,3,2672.765
08:27:24.999,1781162844.999,2026-06-11T08:27:24.999+0100,7.265,0.690,9148.411,3,2673.765
08:27:25.999,1781162845.999,2026-06-11T08:27:25.999+0100,7.313,0.690,9151.815,3,2674.765
08:27:26.999,1781162846.999,2026-06-11T08:27:26.999+0100,7.349,0.690,9155.435,3,2675.765
08:27:27.999,1781162847.999,2026-06-11T08:27:27.999+0100,7.365,0.690,9159.088,3,2676.765
08:27:28.999,1781162848.999,2026-06-11T08:27:28.999+0100,7.365,0.690,9162.760,3,2677.765
08:27:29.999,1781162849.999,2026-06-11T08:27:29.999+0100,7.321,0.691,9166.473,3,2678.765
08:27:30.999,1781162850.999,2026-06-11T08:27:30.999+0100,7.272,0.694,9170.185,3,2679.765
08:27:31.999,1781162851.999,2026-06-11T08:27:31.999+0100,7.215,0.699,9173.351,3,2680.765
08:27:32.999,1781162852.999,2026-06-11T08:27:32.999+0100,7.168,0.712,9176.354,3,2681.765
08:27:33.999,1781162853.999,2026-06-11T08:27:33.999+0100,7.138,0.735,9179.437,3,2682.765
08:27:34.999,1781162854.999,2026-06-11T08:27:34.999+0100,7.136,0.773,9182.794,3,2683.765
08:27:35.999,1781162855.999,2026-06-11T08:27:35.999+0100,7.164,0.829,9186.150,3,2684.765
08:27:36.999,1781162856.999,2026-06-11T08:27:36.999+0100,7.227,0.902,9189.943,3,2685.765
08:27:37.999,1781162857.999,2026-06-11T08:27:37.999+0100,7.327,0.987,9193.942,3,2686.765
08:27:38.999,1781162858.999,2026-06-11T08:27:38.999+0100,7.485,1.084,9197.933,3,2687.765
08:27:46.999,1781162866.999,2026-06-11T08:27:46.999+0100,8.551,1.090,9233.093,3,2695.765
08:27:47.999,1781162867.999,2026-06-11T08:27:47.999+0100,8.570,0.992,9238.116,3,2696.765
08:27:48.999,1781162868.999,2026-06-11T08:27:48.999+0100,8.523,0.906,9243.140,3,2697.765
08:27:49.999,1781162869.999,2026-06-11T08:27:49.999+0100,8.438,0.832,9246.961,3,2698.765
08:27:50.999,1781162870.999,2026-06-11T08:27:50.999+0100,8.340,0.775,9250.715,3,2699.765
08:27:51.999,1781162871.999,2026-06-11T08:27:51.999+0100,8.245,0.737,9254.834,3,2700.765
08:27:52.999,1781162872.999,2026-06-11T08:27:52.999+0100,8.162,0.713,9259.502,3,2701.765
08:27:53.999,1781162873.999,2026-06-11T08:27:53.999+0100,8.096,0.701,9264.169,3,2702.765
08:27:54.999,1781162874.999,2026-06-11T08:27:54.999+0100,8.046,0.695,9268.671,3,2703.765
08:27:55.999,1781162875.999,2026-06-11T08:27:55.999+0100,8.012,0.692,9273.145,3,2704.765
08:27:56.999,1781162876.999,2026-06-11T08:27:56.999+0100,7.990,0.691,9277.846,3,2705.765
08:27:57.999,1781162877.999,2026-06-11T08:27:57.999+0100,7.977,0.691,9283.061,3,2706.765
08:27:58.999,1781162878.999,2026-06-11T08:27:58.999+0100,7.970,0.690,9288.277,3,2707.765
08:27:59.999,1781162879.999,2026-06-11T08:27:59.999+0100,7.967,0.690,9292.377,3,2708.765
08:28:00.999,1781162880.999,2026-06-11T08:28:00.999+0100,7.967,0.690,9296.127,3,2709.765
08:28:01.999,1781162881.999,2026-06-11T08:28:01.999+0100,7.967,0.690,9300.113,3,2710.765
08:28:02.999,1781162882.999,2026-06-11T08:28:02.999+0100,7.968,0.690,9304.965,3,2711.765
08:28:03.999,1781162883.999,2026-06-11T08:28:03.999+0100,7.968,0.690,9309.817,3,2712.765
08:28:04.999,1781162884.999,2026-06-11T08:28:04.999+0100,7.970,0.690,9314.290,3,2713.765
08:28:05.999,1781162885.999,2026-06-11T08:28:05.999+0100,7.971,0.690,9318.575,3,2714.765
08:28:06.999,1781162886.999,2026-06-11T08:28:06.999+0100,7.974,0.690,9322.902,3,2715.765
08:28:07.999,1781162887.999,2026-06-11T08:28:07.999+0100,7.977,0.690,9327.536,3,2716.765
08:28:08.999,1781162888.999,2026-06-11T08:28:08.999+0100,7.981,0.690,9332.170,3,2717.765
08:28:09.999,1781162889.999,2026-06-11T08:28:09.999+0100,7.984,0.690,9336.652,3,2718.765
08:28:10.999,1781162890.999,2026-06-11T08:28:10.999+0100,7.986,0.690,9341.023,3,2719.765
08:28:11.999,1781162891.999,2026-06-11T08:28:11.999+0100,7.988,0.690,9345.401,3,2720.765
08:28:12.999,1781162892.999,2026-06-11T08:28:12.999+0100,7.990,0.690,9350.050,3,2721.765
08:28:13.999,1781162893.999,2026-06-11T08:28:13.999+0100,7.993,0.690,9354.699,3,2722.765
08:28:14.999,1781162894.999,2026-06-11T08:28:14.999+0100,7.997,0.690,9359.329,3,2723.765
08:28:15.999,1781162895.999,2026-06-11T08:28:15.999+0100,8.003,0.690,9363.940,3,2724.765
08:28:16.999,1781162896.999,2026-06-11T08:28:16.999+0100,8.012,0.690,9368.550,3,2725.765
08:28:17.999,1781162897.999,2026-06-11T08:28:17.999+0100,8.020,0.690,9373.553,3,2726.765
08:28:18.999,1781162898.999,2026-06-11T08:28:18.999+0100,8.028,0.690,9378.583,3,2727.765
08:28:19.999,1781162899.999,2026-06-11T08:28:19.999+0100,8.033,0.690,9383.422,3,2728.765
08:28:20.999,1781162900.999,2026-06-11T08:28:20.999+0100,8.033,0.690,9387.961,3,2729.765
08:28:21.999,1781162901.999,2026-06-11T08:28:21.999+0100,8.027,0.690,9392.500,3,2730.765
08:28:22.999,1781162902.999,2026-06-11T08:28:22.999+0100,8.015,0.690,9396.796,3,2731.765
08:28:23.999,1781162903.999,2026-06-11T08:28:23.999+0100,7.998,0.690,9401.047,3,2732.765
08:28:24.999,1781162904.999,2026-06-11T08:28:24.999+0100,7.978,0.690,9405.420,3,2733.765
08:28:25.999,1781162905.999,2026-06-11T08:28:25.999+0100,7.957,0.690,9410.085,3,2734.765
08:28:26.999,1781162906.999,2026-06-11T08:28:26.999+0100,7.938,0.690,9414.751,3,2735.765
08:28:27.999,1781162907.999,2026-06-11T08:28:27.999+0100,7.921,0.690,9419.277,3,2736.765
08:28:28.999,1781162908.999,2026-06-11T08:28:28.999+0100,7.909,0.690,9423.758,3,2737.765
08:28:29.999,1781162909.999,2026-06-11T08:28:29.999+0100,7.901,0.690,9428.349,3,2738.765
08:28:30.999,1781162910.999,2026-06-11T08:28:30.999+0100,7.898,0.690,9433.381,3,2739.765
08:28:31.999,1781162911.999,2026-06-11T08:28:31.999+0100,7.899,0.690,9438.412,3,2740.765
08:28:32.999,1781162912.999,2026-06-11T08:28:32.999+0100,7.902,0.690,9443.272,3,2741.765
08:28:33.999,1781162913.999,2026-06-11T08:28:33.999+0100,7.906,0.690,9448.044,3,2742.765
08:28:34.999,1781162914.999,2026-06-11T08:28:34.999+0100,7.910,0.690,9452.772,3,2743.765
08:28:35.999,1781162915.999,2026-06-11T08:28:35.999+0100,7.911,0.690,9457.153,3,2744.765
08:28:36.999,1781162916.999,2026-06-11T08:28:36.999+0100,7.909,0.690,9461.533,3,2745.765
08:28:37.999,1781162917.999,2026-06-11T08:28:37.999+0100,7.905,0.690,9466.218,3,2746.765
08:28:38.999,1781162918.999,2026-06-11T08:28:38.999+0100,7.900,0.690,9471.138,3,2747.765
08:28:39.999,1781162919.999,2026-06-11T08:28:39.999+0100,7.893,0.690,9476.043,3,2748.765
08:28:40.999,1781162920.999,2026-06-11T08:28:40.999+0100,7.887,0.690,9480.046,3,2749.765
08:28:41.999,1781162921.999,2026-06-11T08:28:41.999+0100,7.881,0.690,9484.048,3,2750.765
08:28:42.999,1781162922.999,2026-06-11T08:28:42.999+0100,7.876,0.690,9488.172,3,2751.765
08:28:43.999,1781162923.999,2026-06-11T08:28:43.999+0100,7.872,0.690,9492.434,3,2752.765
08:28:44.999,1781162924.999,2026-06-11T08:28:44.999+0100,7.869,0.690,9496.695,3,2753.765
08:28:45.999,1781162925.999,2026-06-11T08:28:45.999+0100,7.869,0.690,9501.636,3,2754.765
08:28:46.999,1781162926.999,2026-06-11T08:28:46.999+0100,7.870,0.690,9506.633,3,2755.765
08:28:47.999,1781162927.999,2026-06-11T08:28:47.999+0100,7.874,0.690,9511.603,3,2756.765
08:28:48.999,1781162928.999,2026-06-11T08:28:48.999+0100,7.880,0.690,9516.529,3,2757.765
08:28:49.999,1781162929.999,2026-06-11T08:28:49.999+0100,7.888,0.690,9521.454,3,2758.765
08:28:50.999,1781162930.999,2026-06-11T08:28:50.999+0100,7.896,0.690,9525.678,3,2759.765
08:28:51.999,1781162931.999,2026-06-11T08:28:51.999+0100,7.906,0.690,9529.760,3,2760.765
08:28:52.999,1781162932.999,2026-06-11T08:28:52.999+0100,7.915,0.690,9534.148,3,2761.765
08:28:53.999,1781162933.999,2026-06-11T08:28:53.999+0100,7.923,0.690,9539.311,3,2762.765
08:28:54.999,1781162934.999,2026-06-11T08:28:54.999+0100,7.929,0.690,9544.474,3,2763.765
08:28:55.999,1781162935.999,2026-06-11T08:28:55.999+0100,7.932,0.690,9548.915,3,2764.765
08:28:56.999,1781162936.999,2026-06-11T08:28:56.999+0100,7.931,0.690,9553.100,3,2765.765
08:28:57.999,1781162937.999,2026-06-11T08:28:57.999+0100,7.926,0.690,9557.221,3,2766.765
08:28:58.999,1781162938.999,2026-06-11T08:28:58.999+0100,7.917,0.690,9561.077,3,2767.765
08:28:59.999,1781162939.999,2026-06-11T08:28:59.999+0100,7.904,0.690,9564.932,3,2768.765
08:29:00.999,1781162940.999,2026-06-11T08:29:00.999+0100,7.888,0.690,9569.279,3,2769.765
08:29:01.999,1781162941.999,2026-06-11T08:29:01.999+0100,7.869,0.690,9573.897,3,2770.765
08:29:02.999,1781162942.999,2026-06-11T08:29:02.999+0100,7.849,0.690,9578.468,3,2771.765
08:29:03.999,1781162943.999,2026-06-11T08:29:03.999+0100,7.828,0.690,9582.611,3,2772.765
08:29:04.999,1781162944.999,2026-06-11T08:29:04.999+0100,7.810,0.690,9586.754,3,2773.765
08:29:05.999,1781162945.999,2026-06-11T08:29:05.999+0100,7.793,0.690,9591.238,3,2774.765
08:29:06.999,1781162946.999,2026-06-11T08:29:06.999+0100,7.781,0.690,9595.997,3,2775.765
08:29:07.999,1781162947.999,2026-06-11T08:29:07.999+0100,7.772,0.690,9600.754,3,2776.765
08:29:08.999,1781162948.999,2026-06-11T08:29:08.999+0100,7.767,0.690,9604.884,3,2777.765
08:29:09.999,1781162949.999,2026-06-11T08:29:09.999+0100,7.767,0.690,9609.015,3,2778.765
08:29:10.999,1781162950.999,2026-06-11T08:29:10.999+0100,7.772,0.690,9613.333,3,2779.765
08:29:11.999,1781162951.999,2026-06-11T08:29:11.999+0100,7.780,0.690,9617.874,3,2780.765
08:29:12.999,1781162952.999,2026-06-11T08:29:12.999+0100,7.792,0.690,9622.415,3,2781.765
08:29:13.999,1781162953.999,2026-06-11T08:29:13.999+0100,7.809,0.690,9628.525,3,2782.765
08:29:14.999,1781162954.999,2026-06-11T08:29:14.999+0100,7.828,0.690,9634.786,3,2783.765
08:29:15.999,1781162955.999,2026-06-11T08:29:15.999+0100,7.851,0.690,9640.223,3,2784.765
08:29:16.999,1781162956.999,2026-06-11T08:29:16.999+0100,7.877,0.690,9644.234,3,2785.765
08:29:17.999,1781162957.999,2026-06-11T08:29:17.999+0100,7.906,0.690,9648.244,3,2786.765
08:29:18.999,1781162958.999,2026-06-11T08:29:18.999+0100,7.938,0.690,9652.391,3,2787.765
08:29:19.999,1781162959.999,2026-06-11T08:29:19.999+0100,7.974,0.690,9656.567,3,2788.765
08:29:20.999,1781162960.999,2026-06-11T08:29:20.999+0100,8.015,0.690,9660.935,3,2789.765
08:29:21.999,1781162961.999,2026-06-11T08:29:21.999+0100,8.060,0.690,9665.810,3,2790.765
08:29:22.999,1781162962.999,2026-06-11T08:29:22.999+0100,8.113,0.690,9670.685,3,2791.765
08:29:23.999,1781162963.999,2026-06-11T08:29:23.999+0100,8.172,0.690,9674.851,3,2792.765
08:29:24.999,1781162964.999,2026-06-11T08:29:24.999+0100,8.241,0.690,9678.748,3,2793.765
08:29:25.999,1781162965.999,2026-06-11T08:29:25.999+0100,8.317,0.690,9682.773,3,2794.765
08:29:26.999,1781162966.999,2026-06-11T08:29:26.999+0100,8.400,0.690,9687.373,3,2795.765
08:29:27.999,1781162967.999,2026-06-11T08:29:27.999+0100,8.491,0.690,9691.974,3,2796.765
08:29:28.999,1781162968.999,2026-06-11T08:29:28.999+0100,8.589,0.690,9696.461,3,2797.765
08:29:29.999,1781162969.999,2026-06-11T08:29:29.999+0100,8.694,0.690,9700.884,3,2798.765
08:29:30.999,1781162970.999,2026-06-11T08:29:30.999+0100,8.805,0.690,9705.318,3,2799.765
08:29:31.999,1781162971.999,2026-06-11T08:29:31.999+0100,8.924,0.690,9709.879,3,2800.765
08:29:32.999,1781162972.999,2026-06-11T08:29:32.999+0100,9.047,0.690,9714.440,3,2801.765
08:29:33.999,1781162973.999,2026-06-11T08:29:33.999+0100,9.171,0.690,9719.191,3,2802.765
08:29:34.999,1781162974.999,2026-06-11T08:29:34.999+0100,9.293,0.690,9724.104,3,2803.765
08:29:35.999,1781162975.999,2026-06-11T08:29:35.999+0100,9.412,0.690,9729.017,3,2804.765
08:29:36.999,1781162976.999,2026-06-11T08:29:36.999+0100,9.525,0.690,9733.050,3,2805.765
08:29:37.999,1781162977.999,2026-06-11T08:29:37.999+0100,9.633,0.690,9737.078,3,2806.765
08:29:38.999,1781162978.999,2026-06-11T08:29:38.999+0100,9.737,0.690,9741.183,3,2807.765
08:29:39.999,1781162979.999,2026-06-11T08:29:39.999+0100,9.835,0.690,9745.381,3,2808.765
08:29:40.999,1781162980.999,2026-06-11T08:29:40.999+0100,9.930,0.690,9749.579,3,2809.765
08:29:41.999,1781162981.999,2026-06-11T08:29:41.999+0100,10.022,0.690,9753.370,3,2810.765
08:29:42.999,1781162982.999,2026-06-11T08:29:42.999+0100,10.113,0.690,9757.115,3,2811.765
08:29:43.999,1781162983.999,2026-06-11T08:29:43.999+0100,10.205,0.690,9761.233,3,2812.765
08:29:44.999,1781162984.999,2026-06-11T08:29:44.999+0100,10.296,0.690,9766.028,3,2813.765
08:29:45.999,1781162985.999,2026-06-11T08:29:45.999+0100,10.387,0.690,9770.823,3,2814.765
08:29:46.999,1781162986.999,2026-06-11T08:29:46.999+0100,10.479,0.690,9774.894,3,2815.765
08:29:47.999,1781162987.999,2026-06-11T08:29:47.999+0100,10.570,0.690,9778.794,3,2816.765
08:29:48.999,1781162988.999,2026-06-11T08:29:48.999+0100,10.659,0.690,9782.599,3,2817.765
08:29:49.999,1781162989.999,2026-06-11T08:29:49.999+0100,10.746,0.690,9786.140,3,2818.765
08:29:50.999,1781162990.999,2026-06-11T08:29:50.999+0100,10.829,0.690,9789.680,3,2819.765
08:29:51.999,1781162991.999,2026-06-11T08:29:51.999+0100,10.906,0.690,9794.258,3,2820.765
08:29:52.999,1781162992.999,2026-06-11T08:29:52.999+0100,10.976,0.690,9799.248,3,2821.765
08:29:53.999,1781162993.999,2026-06-11T08:29:53.999+0100,11.035,0.690,9804.176,3,2822.765
08:29:54.999,1781162994.999,2026-06-11T08:29:54.999+0100,11.084,0.690,9808.796,3,2823.765
08:29:55.999,1781162995.999,2026-06-11T08:29:55.999+0100,11.120,0.690,9813.415,3,2824.765
08:29:56.999,1781162996.999,2026-06-11T08:29:56.999+0100,11.142,0.690,9817.687,3,2825.765
08:29:57.999,1781162997.999,2026-06-11T08:29:57.999+0100,11.148,0.690,9821.747,3,2826.765
08:29:58.999,1781162998.999,2026-06-11T08:29:58.999+0100,11.139,0.690,9825.860,3,2827.765
08:29:59.999,1781162999.999,2026-06-11T08:29:59.999+0100,11.117,0.690,9830.614,3,2828.765
08:30:00.999,1781163000.999,2026-06-11T08:30:00.999+0100,11.083,0.690,9835.367,3,2829.765
08:30:01.999,1781163001.999,2026-06-11T08:30:01.999+0100,11.041,0.690,9840.124,3,2830.765
08:30:02.999,1781163002.999,2026-06-11T08:30:02.999+0100,10.995,0.690,9844.885,3,2831.765
08:30:03.999,1781163003.999,2026-06-11T08:30:03.999+0100,10.952,0.690,9849.646,3,2832.765
